,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,QUALITY,type,rangeofquality
4835,2.64,1.4,2.11,1.2,0.45,1.42,2.37,0.79,4.57,2.25,5.22,6,1,Average
4836,2.31,1.73,1.45,4.1,0.42,0.97,2.14,0.62,2.95,1.01,6.23,7,1,Average
4837,2.4,0.87,2.17,12.2,0.18,0.66,1.84,0.84,3.64,0.0,7.83,7,1,Average
4838,3.14,1.27,1.75,2.9,0.83,1.25,2.51,1.19,2.87,0.84,2.61,5,1,Poor
4839,2.48,0.93,2.47,9.399999999999999,0.42,1.32,2.53,1.03,3.57,1.35,5.07,6,1,Average
4840,3.22,1.27,2.95,4.9,0.47,1.56,3.06,0.78,2.48,0.9,5.22,6,1,Average
4841,2.15,1.13,2.23,6.0,0.5,1.39,3.25,0.96,3.57,1.01,4.49,7,1,Average
4842,2.15,1.0,2.11,6.1,0.5,1.46,3.25,0.97,3.57,1.01,4.35,7,1,Average
4843,2.4,0.33,2.71,5.5,0.56,1.77,2.88,0.87,2.64,1.8,4.78,6,1,Average
4844,2.4,1.07,2.23,16.4,0.56,2.19,3.85,1.78,2.79,1.74,2.75,6,1,Average
4845,2.73,1.2,2.23,7.5,0.27,1.04,2.28,0.72,2.64,0.62,6.67,8,1,Good
4846,1.24,1.47,0.96,5.5,0.33,1.25,2.17,0.65,4.5,0.79,5.51,8,1,Good
4847,2.73,2.0,2.41,2.5,0.55,1.84,4.49,0.9,2.4,1.57,4.93,5,1,Poor
4848,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4849,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4850,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4851,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4852,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4853,2.98,0.73,1.87,21.299999999999997,0.6,1.32,4.31,2.22,2.95,1.57,1.74,6,1,Average
4854,2.07,1.6,1.93,1.4000000000000001,0.35,0.8,2.19,0.41,3.8,1.12,7.25,5,1,Poor
4855,3.14,0.73,1.93,27.799999999999997,0.63,1.08,4.31,2.51,2.95,1.57,1.88,7,1,Average
4856,2.23,1.2,1.87,4.6000000000000005,0.35,1.22,1.98,0.61,3.88,2.25,6.67,8,1,Good
4857,1.74,1.07,0.72,1.2,0.43,2.05,5.55,1.25,4.81,1.24,2.32,6,1,Average
4858,0.33,0.9,1.39,6.8999999999999995,0.53,2.19,3.48,1.88,5.43,1.24,0.0,3,1,Poor
4859,3.55,1.07,1.93,15.2,0.35,1.15,2.28,1.34,3.02,1.12,5.51,6,1,Average
4860,1.65,1.0,1.2,2.1,0.56,1.32,3.41,0.99,3.8,0.96,3.19,6,1,Average
4861,3.06,1.67,2.17,3.1,0.7,0.87,2.76,0.74,4.65,1.74,6.81,6,1,Average
4862,2.31,2.0,2.17,13.200000000000001,0.86,1.42,4.79,2.02,4.57,1.91,2.03,5,1,Poor
4863,2.15,0.47,1.75,1.7999999999999998,0.58,0.69,2.51,0.88,2.95,0.9,3.19,5,1,Poor
4864,2.23,1.6,2.05,7.800000000000001,0.58,0.9,1.96,0.91,4.34,2.13,5.8,7,1,Average
4865,3.06,0.93,1.93,2.8000000000000003,0.6,0.97,2.17,0.82,2.79,2.13,4.78,7,1,Average
4866,2.15,1.0,1.93,2.0,0.48,1.35,2.58,0.7,4.65,1.74,5.51,7,1,Average
4867,1.9,0.93,1.87,1.2,0.5,1.35,2.83,0.93,5.66,2.08,4.2,5,1,Poor
4868,2.23,2.67,0.12,0.5,0.56,1.08,2.14,0.99,3.26,1.4,2.61,4,1,Poor
4869,2.31,1.0,1.81,6.1,0.85,0.97,3.41,0.83,3.95,1.52,6.09,8,1,Good
4870,2.15,0.53,1.51,1.2,0.8,0.69,2.74,0.73,3.95,1.24,4.49,7,1,Average
4871,2.31,2.0,2.17,13.200000000000001,0.86,1.42,4.79,2.02,4.57,1.91,2.03,5,1,Poor
4872,2.98,0.53,1.93,1.2,0.93,0.76,3.09,0.82,2.64,1.4,4.93,6,1,Average
4873,2.15,0.47,1.75,1.7999999999999998,0.58,0.69,2.51,0.88,2.95,0.9,3.19,5,1,Poor
4874,2.23,1.6,1.81,2.6,0.7,0.66,2.79,0.49,3.18,1.69,6.96,6,1,Average
4875,2.4,0.27,2.17,2.6,0.5,1.46,2.74,1.0,2.71,2.53,3.04,7,1,Average
4876,2.31,0.8,0.84,5.8,2.91,1.18,3.73,1.32,1.63,1.29,2.03,6,1,Average
4877,3.47,1.73,1.51,8.9,0.43,1.28,2.24,0.84,1.47,0.06,6.09,6,1,Average
4878,2.48,0.87,1.87,3.5,0.61,1.35,2.65,0.81,2.71,2.42,4.2,7,1,Average
4879,2.48,1.0,1.87,3.4000000000000004,0.63,1.35,2.67,0.8,2.64,2.36,4.2,7,1,Average
4880,2.48,0.87,1.87,3.5,0.61,1.35,2.65,0.81,2.71,2.42,4.2,7,1,Average
4881,2.31,0.8,0.84,5.8,2.91,1.18,3.73,1.32,1.63,1.29,2.03,6,1,Average
4882,2.31,1.33,2.53,11.7,0.58,2.05,4.38,1.64,3.26,1.46,2.03,5,1,Poor
4883,3.31,1.13,2.23,0.6,0.56,0.31,1.71,0.8,2.79,0.9,4.93,5,1,Poor
4884,1.49,0.27,1.99,3.5,0.58,0.69,1.54,0.36,3.49,0.56,7.1,8,1,Good
4885,2.31,1.33,2.47,9.8,0.61,2.01,4.33,1.63,3.26,1.46,2.03,5,1,Poor
4886,2.48,0.6,2.11,1.7999999999999998,0.51,0.97,1.8,0.48,1.47,1.97,5.8,7,1,Average
4887,2.89,1.13,1.69,1.4000000000000001,0.56,0.62,2.47,1.21,5.12,1.91,3.04,6,1,Average
4888,2.31,1.33,2.47,9.8,0.61,2.01,4.33,1.63,3.26,1.46,2.03,5,1,Poor
4889,2.31,1.33,2.53,11.7,0.58,2.05,4.38,1.64,3.26,1.46,2.03,5,1,Poor
4890,2.23,1.13,3.01,10.700000000000001,0.63,1.84,4.1,1.66,3.49,1.29,1.74,5,1,Poor
4891,2.07,1.07,2.11,2.6,0.5,1.46,2.37,0.67,4.81,1.24,5.51,6,1,Average
4892,2.48,1.6,1.93,12.4,0.33,1.04,2.28,0.84,2.17,0.67,6.23,7,1,Average
4893,3.31,1.13,2.23,0.6,0.56,0.31,1.71,0.8,2.79,0.9,4.93,5,1,Poor
4894,1.49,0.27,1.99,3.5,0.58,0.69,1.54,0.36,3.49,0.56,7.1,8,1,Good
4895,2.31,1.07,1.69,9.399999999999999,0.38,0.87,1.96,0.89,3.18,0.56,6.23,6,1,Average
4896,2.07,0.93,2.05,6.7,0.38,1.22,2.0,0.58,4.26,0.79,7.97,7,1,Average
4897,1.82,1.6,1.81,2.0,0.4,1.39,3.13,0.39,4.42,1.12,6.96,7,1,Average
4898,2.07,0.73,1.75,2.1,0.22,1.11,2.07,0.37,2.48,1.8,6.96,7,1,Average
4899,1.82,1.6,1.81,2.0,0.4,1.39,3.13,0.39,4.42,1.12,6.96,7,1,Average
4900,4.63,1.07,1.75,12.1,0.47,4.27,4.65,1.32,1.4,0.9,4.35,3,1,Poor
4901,2.15,1.8,1.69,18.400000000000002,0.5,0.62,2.72,1.6,3.72,1.18,3.77,6,1,Average
4902,2.4,2.53,1.63,7.1,0.5,1.18,2.07,0.81,3.41,1.24,6.38,7,1,Average
4903,2.07,1.47,1.75,2.3000000000000003,0.65,1.11,3.13,0.47,3.88,1.35,7.1,7,1,Average
4904,1.82,0.73,1.75,0.8,0.63,2.29,3.36,0.87,6.36,2.08,4.49,7,1,Average
4905,1.74,1.07,1.69,1.1,0.38,1.22,2.05,0.34,2.79,2.36,7.1,7,1,Average
4906,2.89,0.43,1.99,0.8,0.55,0.45,1.34,0.58,2.95,0.84,5.51,7,1,Average
4907,2.31,2.37,2.29,13.200000000000001,0.81,2.26,5.46,2.16,3.95,1.8,1.59,6,1,Average
4908,1.65,0.67,2.23,0.8999999999999999,0.45,0.62,1.57,0.27,2.87,1.52,6.81,7,1,Average
4909,1.65,0.67,2.23,0.8,0.45,1.04,2.07,0.45,3.41,1.46,5.8,6,1,Average
4910,1.49,1.6,1.93,11.799999999999999,0.56,1.08,2.28,1.07,4.03,1.4,4.64,6,1,Average
4911,2.31,0.53,2.11,1.7999999999999998,0.55,0.87,2.28,0.48,3.64,2.98,6.38,7,1,Average
4912,1.07,0.87,1.69,1.2,0.63,1.63,3.27,0.88,6.05,1.52,3.48,5,1,Poor
4913,3.06,1.4,2.17,23.2,0.68,0.97,2.72,1.87,2.64,1.8,3.48,5,1,Poor
4914,1.82,1.2,1.99,5.8,0.51,0.49,1.71,0.43,4.42,1.57,6.81,6,1,Average
4915,1.57,1.2,1.81,1.7999999999999998,0.5,1.01,2.28,0.55,5.89,1.69,6.52,7,1,Average
4916,2.73,0.6,1.87,1.5,0.47,0.49,2.24,0.75,3.26,1.57,5.8,6,1,Average
4917,2.56,0.6,1.81,2.1,0.63,0.42,2.56,0.85,3.41,1.63,5.22,6,1,Average
4918,2.48,1.13,1.69,6.7,0.43,1.42,2.76,0.65,3.1,0.9,6.67,7,1,Average
4919,2.31,0.6,1.69,1.7999999999999998,0.55,2.12,3.96,0.95,3.33,1.12,3.19,5,1,Poor
4920,1.65,0.6,2.17,1.1,0.45,0.35,1.47,0.95,5.5,2.58,3.48,7,1,Average
4921,2.15,1.07,1.75,0.6,0.48,0.59,2.67,0.67,4.5,1.12,5.07,5,1,Poor
4922,2.4,0.87,2.05,1.2,0.66,1.22,2.44,0.73,2.33,1.57,4.35,6,1,Average
4923,2.4,1.0,1.99,11.5,0.65,1.53,3.92,1.47,3.02,1.69,3.04,6,1,Average
4924,2.48,1.0,1.93,12.3,0.61,1.6,3.53,1.43,2.79,1.69,3.62,6,1,Average
4925,2.23,0.93,1.69,4.8,0.83,0.97,3.34,0.9,3.95,1.07,5.94,7,1,Average
4926,1.07,0.57,1.33,7.800000000000001,0.63,1.42,3.23,1.21,3.57,1.85,2.75,6,1,Average
4927,2.31,2.3,1.51,2.7,0.42,0.76,1.87,0.72,2.56,1.07,4.93,6,1,Average
4928,2.56,2.0,1.75,20.0,0.65,1.77,4.22,2.07,2.17,2.13,2.17,6,1,Average
4929,2.56,2.0,1.75,20.0,0.65,1.77,4.22,2.07,2.17,2.13,2.17,6,1,Average
4930,2.56,2.0,1.75,20.0,0.65,1.77,4.22,2.07,2.17,2.13,2.17,6,1,Average
4931,2.81,1.27,1.69,22.400000000000002,0.61,0.17,0.81,1.84,3.49,0.96,4.2,6,1,Average
4932,3.14,0.6,1.63,6.1,0.68,0.76,2.12,1.37,2.79,1.4,2.17,6,1,Average
4933,1.98,1.47,1.87,0.8999999999999999,0.65,0.62,2.74,0.56,4.65,1.8,6.67,6,1,Average
4934,3.14,0.6,1.63,6.1,0.68,0.76,2.12,1.37,2.79,1.4,2.17,6,1,Average
4935,2.23,1.2,1.93,9.3,0.83,1.15,2.26,1.05,3.57,1.12,4.49,5,1,Poor
4936,2.56,1.87,1.69,19.9,0.65,1.74,4.22,2.06,2.17,2.13,2.17,7,1,Average
4937,2.56,2.0,1.75,20.0,0.65,1.77,4.22,2.07,2.17,2.13,2.17,6,1,Average
4938,2.48,0.67,1.45,14.1,0.81,2.19,4.19,1.56,3.18,1.63,3.77,6,1,Average
4939,2.4,0.67,1.45,14.9,0.8,2.19,4.12,1.56,3.1,1.57,3.77,6,1,Average
4940,2.31,0.53,1.27,9.399999999999999,0.76,1.46,3.48,1.3,3.33,1.69,4.06,6,1,Average
4941,2.81,1.27,1.69,22.400000000000002,0.61,0.17,0.81,1.84,3.49,0.96,4.2,6,1,Average
4942,2.15,0.6,1.63,14.299999999999999,0.63,0.87,2.19,1.71,4.81,1.57,2.75,6,1,Average
4943,2.81,0.93,1.69,10.1,0.85,1.39,2.9,1.23,2.79,2.08,4.78,6,1,Average
4944,1.82,0.93,1.69,0.8,0.42,1.6,1.94,0.29,3.88,0.9,6.67,6,1,Average
4945,2.4,1.87,1.69,11.799999999999999,0.42,0.97,1.73,0.85,1.86,0.96,6.52,6,1,Average
4946,2.23,2.33,1.69,16.299999999999997,0.38,1.04,1.87,0.98,2.33,0.9,6.38,6,1,Average
4947,1.74,0.8,1.69,18.700000000000003,0.48,0.97,2.9,1.38,4.57,1.97,5.51,7,1,Average
4948,1.24,1.6,1.39,13.899999999999999,0.28,0.87,2.6,0.88,3.57,1.74,6.09,6,1,Average
4949,2.48,0.8,1.69,18.400000000000002,0.65,1.84,3.0,1.63,3.64,0.84,3.91,6,1,Average
4950,1.82,0.93,1.99,17.8,0.4,0.83,2.1,1.24,3.49,1.12,4.78,7,1,Average
4951,2.4,1.87,1.69,11.799999999999999,0.42,0.97,1.73,0.85,1.86,0.96,6.52,6,1,Average
4952,2.23,2.33,1.69,16.299999999999997,0.38,1.04,1.87,0.98,2.33,0.9,6.38,6,1,Average
4953,2.73,0.67,2.95,1.1,0.4,0.38,1.52,0.7,2.56,1.74,4.78,7,1,Average
4954,2.15,0.6,1.63,14.299999999999999,0.63,0.87,2.19,1.71,4.81,1.57,2.75,6,1,Average
4955,2.81,0.93,1.69,10.1,0.85,1.39,2.9,1.23,2.79,2.08,4.78,6,1,Average
4956,1.82,0.93,1.69,0.8,0.42,1.6,1.94,0.29,3.88,0.9,6.67,6,1,Average
4957,1.82,0.8,1.57,0.8,0.4,1.28,1.41,0.47,3.26,0.9,5.07,6,1,Average
4958,3.14,0.8,1.57,6.4,0.4,0.87,1.61,0.7,2.02,1.52,6.23,7,1,Average
4959,1.98,1.47,1.27,0.8,0.38,1.04,2.42,0.35,1.94,1.12,6.09,6,1,Average
4960,1.82,1.4,1.51,1.2,0.4,1.01,2.49,0.16,2.79,1.18,7.54,6,1,Average
4961,2.31,0.67,1.69,1.7000000000000002,0.53,1.81,3.57,0.96,3.18,1.29,3.19,6,1,Average
4962,2.64,0.93,1.69,15.3,0.5,1.08,2.56,1.24,2.56,1.85,5.07,7,1,Average
4963,1.82,1.4,1.51,1.2,0.4,1.01,2.49,0.16,2.79,1.18,7.54,6,1,Average
4964,1.98,1.47,1.27,0.8,0.38,1.04,2.42,0.35,1.94,1.12,6.09,6,1,Average
4965,1.49,0.47,1.57,7.6,0.7,1.74,3.06,1.2,5.81,1.57,4.35,6,1,Average
4966,2.56,1.33,1.45,2.3000000000000003,0.42,1.67,2.65,0.33,2.02,1.18,7.54,7,1,Average
4967,1.74,0.73,1.27,1.7000000000000002,0.6,1.94,2.97,1.21,4.65,1.24,2.17,5,1,Poor
4968,3.31,0.93,1.57,12.9,0.63,1.28,2.9,1.91,4.11,1.74,3.19,6,1,Average
4969,2.31,0.67,1.69,1.7000000000000002,0.53,1.81,3.57,0.96,3.18,1.29,3.19,6,1,Average
4970,2.64,2.13,1.51,1.7999999999999998,0.68,1.74,4.22,0.89,2.17,1.85,4.93,6,1,Average
4971,1.9,1.33,1.63,6.3,0.35,1.91,3.09,0.64,3.41,1.12,6.52,8,1,Good
4972,3.14,1.87,2.95,16.4,0.61,2.99,4.95,2.18,2.25,1.18,1.74,5,1,Poor
4973,2.23,1.33,2.05,4.6000000000000005,0.51,0.97,2.65,0.77,4.34,1.46,5.94,7,1,Average
4974,2.56,0.73,2.11,9.7,0.6,1.74,2.74,1.19,2.95,1.24,3.91,7,1,Average
4975,2.23,1.33,2.05,4.6000000000000005,0.51,0.97,2.65,0.77,4.34,1.46,5.94,7,1,Average
4976,2.15,0.93,1.93,6.6000000000000005,0.61,1.7,3.46,1.17,5.12,1.85,4.64,6,1,Average
4977,2.48,1.0,1.81,9.7,0.58,1.42,3.99,1.44,4.11,1.91,3.77,6,1,Average
4978,2.15,1.6,1.87,2.0,0.47,1.15,2.76,0.56,2.64,1.29,5.51,6,1,Average
4979,1.9,1.33,1.63,6.3,0.35,1.91,3.09,0.64,3.41,1.12,6.52,8,1,Good
4980,3.14,1.87,2.95,16.4,0.61,2.99,4.95,2.18,2.25,1.18,1.74,5,1,Poor
4981,4.13,2.07,2.11,1.7999999999999998,1.45,0.73,1.71,0.59,1.78,1.8,6.67,6,1,Average
4982,2.31,1.07,1.81,16.4,0.28,0.35,1.64,1.29,3.18,1.85,6.96,7,1,Average
4983,2.56,1.4,1.81,11.7,0.28,1.18,2.44,0.83,2.17,0.84,6.23,6,1,Average
4984,2.56,1.33,1.81,11.799999999999999,0.28,1.25,2.47,0.83,2.09,0.9,6.23,8,1,Good
4985,2.4,2.0,1.57,13.700000000000001,0.45,1.18,1.96,0.92,2.02,0.84,6.38,6,1,Average
4986,3.47,1.33,1.81,12.0,0.35,1.18,2.51,0.93,1.63,1.12,6.23,6,1,Average
4987,2.23,1.13,2.71,11.0,0.65,1.77,4.19,1.67,3.72,1.74,1.59,5,1,Poor
4988,2.31,1.2,2.77,11.0,0.63,1.63,4.15,1.68,3.72,1.8,1.59,5,1,Poor
4989,2.98,1.4,1.69,14.7,0.38,1.46,3.04,1.54,2.95,1.4,3.77,6,1,Average
4990,2.07,0.73,1.75,7.5,0.55,1.49,4.22,1.14,3.64,1.4,3.33,6,1,Average
4991,1.9,1.67,1.93,11.0,0.71,1.77,4.08,1.82,5.19,2.42,2.17,5,1,Poor
4992,1.49,1.6,1.99,10.4,0.47,0.83,2.05,1.07,4.11,1.52,4.49,6,1,Average
4993,3.22,2.53,1.08,4.1,0.75,0.59,3.16,1.31,3.1,1.63,4.06,6,1,Average
4994,4.13,0.73,1.81,6.7,0.32,1.15,2.63,1.02,1.71,1.4,4.64,5,1,Poor
4995,3.22,2.53,1.08,4.1,0.75,0.59,3.16,1.31,3.1,1.63,4.06,6,1,Average
4996,4.13,1.27,1.51,6.7,0.25,1.77,2.14,1.04,1.16,1.52,4.93,5,1,Poor
4997,1.65,0.67,1.69,1.1,0.42,0.28,2.03,0.73,3.8,1.69,4.64,6,1,Average
4998,1.65,0.47,1.93,0.8999999999999999,0.47,0.45,2.6,0.82,3.64,1.57,3.19,6,1,Average
4999,1.49,1.6,1.99,10.4,0.47,0.83,2.05,1.07,4.11,1.52,4.49,6,1,Average
5000,1.9,1.67,1.93,11.0,0.71,1.77,4.08,1.82,5.19,2.42,2.17,5,1,Poor
5001,2.73,1.6,1.81,14.299999999999999,0.53,2.15,4.29,1.79,3.1,1.52,3.19,6,1,Average
5002,1.98,1.0,2.11,0.2,0.7,0.8,2.42,0.87,5.04,1.18,4.35,3,1,Poor
5003,4.21,1.47,2.11,6.1,0.38,1.08,3.27,1.44,3.33,1.29,5.07,7,1,Average
5004,1.82,0.4,1.02,7.7,0.45,1.25,2.79,1.28,2.56,1.97,2.61,6,1,Average
5005,2.48,1.07,1.75,13.700000000000001,0.55,1.91,3.48,1.69,3.02,1.63,3.04,6,1,Average
5006,2.4,0.87,2.89,21.8,0.68,1.04,4.35,2.37,1.78,2.98,1.16,6,1,Average
5007,4.21,1.47,2.11,6.1,0.38,1.08,3.27,1.44,3.33,1.29,5.07,7,1,Average
5008,1.9,1.47,1.81,2.3000000000000003,0.37,1.7,3.62,0.46,5.19,1.18,6.81,7,1,Average
5009,2.81,1.93,2.41,16.9,0.38,1.15,4.79,1.77,2.95,1.63,2.61,6,1,Average
5010,2.4,3.73,1.81,0.8999999999999999,0.35,0.59,1.61,0.4,3.41,2.13,7.1,4,1,Poor
5011,2.81,1.93,2.41,16.9,0.38,1.15,4.79,1.77,2.95,1.63,2.61,6,1,Average
5012,1.9,1.47,1.81,2.3000000000000003,0.37,1.7,3.62,0.46,5.19,1.18,6.81,7,1,Average
5013,3.14,1.33,2.95,30.0,0.85,1.01,3.2,2.86,2.25,1.24,0.72,5,1,Poor
5014,2.07,1.4,1.69,6.3,0.83,0.94,1.73,0.63,4.03,1.91,6.81,8,1,Good
5015,1.98,1.33,1.69,5.699999999999999,0.28,0.73,2.28,0.36,2.02,2.36,7.39,8,1,Good
5016,2.73,0.67,2.35,21.299999999999997,0.7,1.63,3.46,2.38,4.88,3.15,1.59,5,1,Poor
5017,2.15,1.6,1.63,6.6000000000000005,0.42,0.59,2.67,0.87,4.96,2.75,6.52,6,1,Average
5018,2.73,0.6,2.41,21.400000000000002,0.63,1.6,3.46,2.38,4.81,3.15,1.59,6,1,Average
5019,2.73,0.6,2.41,21.400000000000002,0.63,1.6,3.46,2.38,4.81,3.15,1.59,6,1,Average
5020,1.65,1.07,1.57,14.5,0.5,2.15,3.59,1.28,4.73,1.57,4.64,6,1,Average
5021,2.15,1.6,1.63,6.6000000000000005,0.42,0.59,2.67,0.87,4.96,2.75,6.52,6,1,Average
5022,2.73,0.67,2.35,21.299999999999997,0.7,1.63,3.46,2.38,4.88,3.15,1.59,5,1,Poor
5023,2.73,0.6,2.41,21.400000000000002,0.63,1.6,3.46,2.38,4.81,3.15,1.59,6,1,Average
5024,2.73,0.67,2.35,22.5,0.63,1.53,3.5,2.38,4.81,3.09,1.59,6,1,Average
5025,3.31,1.4,1.75,3.9000000000000004,0.58,1.39,2.56,0.85,4.03,0.73,5.07,5,1,Poor
5026,1.98,1.17,1.63,1.1,0.47,1.01,1.84,0.24,2.56,2.08,7.1,7,1,Average
5027,3.64,1.73,1.75,7.1,1.11,0.62,1.98,0.82,1.78,0.96,6.52,6,1,Average
5028,2.23,1.07,1.69,0.8,0.42,0.87,1.77,0.42,4.11,0.62,6.23,6,1,Average
5029,2.56,1.07,1.39,10.0,0.53,0.66,2.1,1.03,2.95,3.54,4.93,6,1,Average
5030,2.4,2.13,1.33,12.6,0.71,0.8,2.47,1.67,3.88,1.29,2.03,5,1,Poor
5031,2.4,1.47,2.65,27.5,0.8,2.22,5.02,2.4,3.02,1.74,1.59,5,1,Poor
5032,2.4,2.13,1.33,12.6,0.71,0.8,2.47,1.67,3.88,1.29,2.03,5,1,Poor
5033,2.48,0.6,1.93,1.2,0.51,1.18,2.3,0.61,3.41,2.47,5.8,5,1,Poor
5034,2.73,1.13,1.69,0.8999999999999999,0.51,1.04,2.42,0.89,3.57,1.74,4.49,5,1,Poor
5035,1.74,1.27,1.63,6.7,0.43,0.45,2.1,0.67,2.95,0.62,5.51,7,1,Average
5036,1.82,0.53,1.33,1.5,0.55,1.22,2.3,0.65,4.03,0.56,4.93,6,1,Average
5037,2.4,1.47,2.65,27.799999999999997,0.8,2.22,5.02,2.4,3.02,1.74,1.59,5,1,Poor
5038,2.31,0.47,1.93,8.299999999999999,0.4,2.01,2.81,0.93,3.64,2.75,5.94,8,1,Good
5039,2.89,1.73,1.81,13.5,0.8,1.15,3.96,1.63,3.33,1.24,3.48,6,1,Average
5040,1.82,0.6,1.75,14.0,0.58,1.11,2.12,1.59,3.1,0.79,1.74,6,1,Average
5041,2.4,2.6,1.75,6.4,0.42,0.97,2.95,0.67,4.42,1.35,7.25,7,1,Average
5042,2.31,0.47,1.93,8.299999999999999,0.4,2.01,2.81,0.93,3.64,2.75,5.94,8,1,Good
5043,2.31,0.87,1.75,7.3,0.33,1.46,2.3,0.77,1.63,1.18,5.07,7,1,Average
5044,2.31,0.87,1.75,7.3,0.33,1.46,2.3,0.77,1.63,1.18,5.07,7,1,Average
5045,3.47,1.07,2.89,9.5,0.63,0.42,2.95,1.74,3.95,2.7,2.9,5,1,Poor
5046,1.49,1.73,1.81,9.7,0.48,0.76,1.91,1.07,4.11,1.52,4.49,6,1,Average
5047,1.65,3.07,0.0,1.2,0.4,1.35,2.33,0.4,4.19,0.73,6.38,5,1,Poor
5048,2.89,1.0,1.45,0.5,0.37,0.97,1.84,0.41,1.4,0.9,6.09,6,1,Average
5049,1.82,2.07,0.78,0.8999999999999999,0.55,2.05,3.82,0.78,2.64,1.69,3.77,5,1,Poor
5050,1.9,0.17,1.87,1.1,0.47,1.88,3.2,0.79,5.35,1.07,4.49,7,1,Average
5051,1.65,1.6,1.2,3.1,0.3,0.56,2.7,0.43,4.96,3.15,8.55,7,1,Average
5052,3.14,0.93,1.69,17.5,0.78,2.33,3.16,2.16,2.09,0.45,1.74,6,1,Average
5053,2.48,0.73,2.41,14.2,0.76,1.39,2.24,1.58,2.02,1.91,3.62,6,1,Average
5054,2.4,1.07,1.81,5.0,0.55,3.61,3.99,0.92,2.48,2.08,4.78,8,1,Good
5055,2.48,0.6,2.05,2.1,0.51,1.28,2.42,0.56,4.03,1.29,7.1,6,1,Average
5056,1.98,1.47,1.87,1.5,0.43,1.35,2.3,0.39,4.19,0.96,7.1,7,1,Average
5057,2.56,1.4,2.47,11.0,0.61,1.77,3.8,1.59,3.1,1.63,2.32,5,1,Poor
5058,2.48,0.73,2.05,2.0,0.51,1.39,2.35,0.56,4.11,1.29,7.1,6,1,Average
5059,2.48,0.6,2.05,2.1,0.51,1.28,2.42,0.56,4.03,1.29,7.1,6,1,Average
5060,2.31,1.07,1.63,14.9,0.63,1.84,4.91,1.99,2.48,1.29,1.16,5,1,Poor
5061,2.31,0.53,2.17,0.8,0.37,0.9,2.0,0.33,3.95,0.67,7.54,8,1,Good
5062,3.14,0.93,1.69,17.5,0.78,2.33,3.16,2.16,2.09,0.45,1.74,6,1,Average
5063,2.4,1.07,1.81,5.0,0.55,3.61,3.99,0.92,2.48,2.08,4.78,8,1,Good
5064,2.48,0.73,2.41,14.2,0.76,1.39,2.24,1.58,2.02,1.91,3.62,6,1,Average
5065,2.4,0.53,2.17,2.1,0.6,0.8,2.88,1.1,4.5,2.08,3.62,6,1,Average
5066,2.23,1.47,1.63,5.2,0.48,1.25,2.1,0.61,3.72,2.13,6.67,8,1,Good
5067,2.23,0.93,1.14,0.8,0.91,1.22,4.26,1.13,2.56,1.57,2.17,6,1,Average
5068,1.98,1.87,2.71,15.0,0.85,0.73,4.1,1.93,4.57,1.91,2.61,6,1,Average
5069,1.98,1.93,1.45,8.4,0.38,0.62,1.84,0.43,2.48,0.22,7.83,8,1,Good
5070,3.14,1.53,1.45,1.7999999999999998,0.47,1.32,3.32,0.81,2.56,1.24,5.51,7,1,Average
5071,1.98,1.87,2.71,15.0,0.85,0.73,4.1,1.93,4.57,1.91,2.61,6,1,Average
5072,1.74,1.6,1.69,6.3,0.5,1.15,2.03,0.49,3.88,1.97,7.39,7,1,Average
5073,2.23,1.47,1.63,5.2,0.48,1.25,2.1,0.61,3.72,2.13,6.67,8,1,Good
5074,1.65,0.93,1.81,0.8,0.63,1.22,2.88,0.94,4.19,1.29,3.48,5,1,Poor
5075,1.32,2.47,1.63,8.9,0.4,0.66,2.21,0.45,3.88,0.28,7.83,8,1,Good
5076,1.9,1.87,1.57,11.6,0.43,0.45,1.89,0.62,2.64,0.28,7.25,7,1,Average
5077,1.98,1.93,1.45,8.4,0.38,0.62,1.84,0.43,2.48,0.22,7.83,8,1,Good
5078,3.06,0.87,1.93,6.4,0.78,1.32,2.47,1.31,3.02,1.69,3.19,7,1,Average
5079,2.56,1.33,1.99,0.8999999999999999,0.5,0.52,2.12,0.63,2.71,0.96,5.36,6,1,Average
5080,2.23,0.93,1.14,0.8,0.91,1.22,4.26,1.13,2.56,1.57,2.17,6,1,Average
5081,3.31,0.8,1.2,1.2,0.45,0.83,1.77,0.73,2.4,1.35,5.36,6,1,Average
5082,2.4,1.33,1.87,10.4,0.53,0.21,1.73,1.05,2.48,1.4,4.93,8,1,Good
5083,3.14,1.53,1.45,1.7999999999999998,0.47,1.32,3.32,0.81,2.56,1.24,5.51,7,1,Average
5084,3.47,0.8,2.65,0.6,0.8,0.8,2.42,0.86,2.87,0.56,4.64,6,1,Average
